type,price,beds,bath,propertysqft,locality,zipcode,distance_to_center,distance_to_wall_street
Co-op,210000,3,1,550.0,Queens,11374,10.84695883523269,12.782454603030452
Co-op,310000,1,1,905.0,Bronx,10471,17.75623345593265,23.950837188099847
Townhouse,8575000,6,6,5500.0,Manhattan,10065,1.7806260058851442,7.46514044838359
Multi-family home,1895000,5,4,3262.0,Manhattan,11221,8.893121352580359,7.136879217344172
Co-op,10500000,5,6,1440.0,Manhattan,10075,2.5223075474247802,8.562633926946276
Condo,2990000,3,2,1721.0,Manhattan,10006,6.195419008173629,0.42894675653567116
Co-op,440000,2,1,845.0,Brooklyn,11213,10.572219893691752,7.5690623957446785
House,600000,2,2,1621.0,Brooklyn,11212,13.046467789700142,10.24038141060647
Co-op,160000,3,1,964.0,Queens,11368,10.951947689107064,13.176395833844204
Multi-family home,3500000,30,20,18400.0,Manhattan,11230,13.854000611011624,8.7120816790555
House,599900,3,2,1534.0,Manhattan,10469,17.30827323821548,23.053873166287357
Multi-family home,2499000,7,4,3262.0,Manhattan,11219,13.773698690827086,7.934486780275114
Multi-family home,1850000,7,3,2240.0,Manhattan,11219,15.185487919398412,9.33333986030002
Condo,888000,3,2,1700.0,Brooklyn,11228,15.391587815141923,9.30345563874874
Condo,1995000,1,2,910.0,Manhattan,10024,3.1779745365535694,9.375040019783125
House,599000,3,2,1690.0,Manhattan,10469,17.65491825958927,23.5454532278747
Co-op,178000,3,1,719.0,Manhattan,11375,11.856897250949908,14.083955396587442
Co-op,279900,1,1,850.0,Bronx,10463,15.766054655999705,21.96018757782144
Co-op,119000,3,1,964.0,Queens,11432,17.23580840267793,18.35187582275815
Co-op,935000,2,2,1150.0,Manhattan,10128,4.157534194624921,10.11635058768069
Co-op,318000,3,1,450.0,Manhattan,10016,1.5022140890734725,5.265778566410507
Townhouse,528000,2,2,4087.0,Manhattan,11436,17.789817718704114,17.941780279700694
Townhouse,7800000,7,8,7200.0,Manhattan,10065,1.5246759862887402,7.267633333508921
Co-op,199888,1,1,964.0,Queens,11414,15.535829175839114,14.330861565664492
Multi-family home,5950000,6,5,3262.0,Manhattan,10022,1.7503895050526086,6.417056037557374
Co-op,315000,2,1,1000.0,Bronx,10471,15.878688563502523,22.06899735474074
Co-op,899000,1,1,1440.0,Manhattan,10022,1.5906722382474334,6.7134944522184
Multi-family home,2050000,4,2,1760.0,Manhattan,11222,3.7353486160843135,5.666376534160601
Condo,615000,2,1,733.0,Manhattan,11354,14.10376325755292,17.393243072394224
Co-op,385000,3,1,440.0,Manhattan,10019,1.0471488270932336,7.211574848144841
Condo,209000,1,1,650.0,Staten Island,10301,18.655723099285257,12.791345778096758
Co-op,259000,3,1,590.0,Queens,11372,7.957184972492973,11.107691274817363
Co-op,695000,1,1,1440.0,Manhattan,10023,1.9857105262277392,8.045239265795018
Multi-family home,1980000,3,3,3536.0,Manhattan,11235,19.269875436701117,14.071593137236817
Co-op,1950000,2,2,1440.0,Manhattan,10014,3.2085080754530866,3.1439137111161854
Multi-family home,919000,6,3,1760.0,Manhattan,10461,16.708364461047477,22.195417706728552
Co-op,499000,3,2,1200.0,Bronx,10456,9.85291279744485,15.915372595961864
Co-op,359000,2,1,850.0,Manhattan,10035,6.24586582155272,12.307896750792258
Condo,771770,2,2,710.0,Queens,11354,12.857093010422014,16.184703271412157
Condo,3550000,3,2,2693.0,Manhattan,10011,2.2807679023912897,3.95121089010281
Townhouse,9750000,8,7,7228.0,Manhattan,10065,1.6761873491885988,7.552534635429968
Co-op,4395000,6,4,2700.0,Manhattan,10128,3.4900464960019177,9.513536423064323
Co-op,695000,1,2,1440.0,Manhattan,10021,2.156001821812758,7.9684621918199126
Multi-family home,1398000,4,2,3262.0,Manhattan,11366,16.202120665380782,18.021186729573444
Condo,645000,3,1,419.0,Manhattan,10011,2.0571448564373047,4.183010292382508
Multi-family home,859000,6,3,3262.0,Manhattan,10456,10.42159283347132,16.436873751594007
House,19500000,5,7,2230.0,Manhattan,10028,3.113105959105251,9.053313388898006
Condo,1250000,2,2,1434.0,Manhattan,10027,6.74031805170882,12.861677850128512
Co-op,449000,2,1,964.0,Queens,11004,23.04228553149093,25.48352967456726
Condo,7990000,5,4,5202.0,Manhattan,10013,4.502957529754476,1.7986768012556742
Co-op,3950000,2,2,1440.0,Manhattan,10003,3.16562234453413,3.037125877474834
Multi-family home,1399000,4,4,2049.0,Manhattan,11221,9.29146227405368,7.358057251114403
Condo,7750000,3,3,1786.0,Manhattan,10011,2.6460741145458315,3.560878561870233
Co-op,1049000,4,3,2400.0,Bronx,10463,14.732462184996653,20.928501317271547
House,995000,4,3,2000.0,Manhattan,10469,16.589236406312907,22.198947301291707
Co-op,3195000,3,3,1440.0,Manhattan,10065,1.9027339581300642,7.913593099223489
Co-op,360000,2,2,964.0,Queens,11360,17.43734882449066,20.981956760362625
Co-op,750000,3,2,1600.0,Manhattan,10128,3.5415042807450687,9.511172400630668
Co-op,18000000,6,6,1440.0,Manhattan,10065,1.8219050524862044,7.709747964219573
Co-op,300000,1,1,800.0,Brooklyn,11224,20.194533004611788,14.609793832587515
House,675888,3,1,1662.0,Manhattan,10308,26.643426999892533,20.60357934543822
Co-op,215000,1,1,964.0,Queens,11415,14.110966632151003,14.846073609563598
Condo,250000,3,1,1155.0,Brooklyn,11207,14.409211882918255,12.251426582092403
Multi-family home,2749000,3,6,4480.0,Manhattan,11229,18.127147559464166,12.92143876794134
Townhouse,860000,3,2,2000.0,Manhattan,11210,14.698451860347848,10.218498501827561
Condo,1195000,1,1,713.0,Manhattan,10007,5.213019580283288,0.997965296816095
House,825000,3,2,1400.0,Manhattan,11368,11.036216471216143,14.062117894427402
Co-op,295000,2,1,905.0,Bronx,10463,15.514473622474954,21.694673186499575
Condo,599000,1,1,1786.0,Manhattan,10029,4.471275191189204,10.43347089756726
Multi-family home,1169900,6,4,2310.0,Manhattan,11368,10.54585978660201,13.23645713845922
House,2795000,6,6,3600.0,Manhattan,11217,8.498039223453956,3.457726363248398
House,6250000,4,2,4500.0,Manhattan,10010,2.1194169368286544,4.146861078001274
Multi-family home,2099000,3,6,3520.0,Manhattan,11204,15.548302627740089,9.781495708787023
Co-op,339000,1,1,964.0,Queens,11375,13.782033368174142,14.992377932774833
Co-op,255000,1,1,964.0,Queens,11367,13.524437804588306,15.445006513512192
Co-op,140000,3,1,964.0,Queens,11432,16.598856538821384,17.702832848013507
Co-op,240000,3,1,500.0,Queens,11375,12.133589408444877,13.55959132165829
Co-op,1775000,2,2,1440.0,Manhattan,10023,2.2245943254492015,8.36293675933372
Co-op,1195000,2,2,650.0,Manhattan,10016,1.7835302418605976,4.895334732240198
House,699000,3,2,2040.0,Manhattan,10472,11.525993406195042,17.116364331736232
Co-op,4150000,2,2,1440.0,Manhattan,10065,1.9027339581300642,7.913593099223489
Multi-family home,1398000,9,6,4440.0,Manhattan,11220,13.907128634184447,7.737370398399069
Co-op,299000,3,1,650.0,Queens,11355,13.49470505303876,16.354537912833596
Co-op,500000,3,1,450.0,Manhattan,10011,2.7334154360043925,3.480594905510048
Condo,450888,1,1,951.0,Queens,11374,11.42740131375767,13.34887080454941
Co-op,298000,1,1,790.0,Brooklyn,11235,19.273736903172907,13.8027858322225
Co-op,230000,1,1,1440.0,Manhattan,11230,14.599876034803748,9.57374475399318
Condo,748000,2,2,713.0,Queens,11355,13.644576504320408,16.666167948116005
Co-op,15500000,4,6,1440.0,Manhattan,10128,5.635765659925079,11.666329128764358
Townhouse,6850000,4,4,4087.0,Manhattan,10021,2.2416111291199754,8.025580971610163
House,735000,3,2,2350.0,Manhattan,10465,16.694841318608997,21.327608194601293
Co-op,229999,1,1,964.0,Queens,11362,21.719993622426166,24.660175029451764
Co-op,385000,1,1,1440.0,Manhattan,10033,10.921882509336394,17.12273957898105
Co-op,458000,2,1,964.0,Queens,11372,8.461591732741969,11.55485797543926
Co-op,3750000,2,2,2300.0,Manhattan,10012,4.2662349285663765,1.958386185470948
Co-op,3100000,2,2,1440.0,Manhattan,10024,3.280241847571018,9.47328546546983
Co-op,595000,3,1,1440.0,Manhattan,10021,2.2860496297881765,8.289376801176413
Co-op,470000,2,1,964.0,Queens,11106,4.281565657611947,8.92884394488323
House,399999,2,1,1056.0,Manhattan,10310,18.27421871792368,12.63509065670855
House,599000,4,2,1665.0,Manhattan,10470,19.944051232844295,25.9511838402597
Condo,18950000,4,4,5075.0,Manhattan,10013,4.37485128296891,1.8337122288256034
Condo,2300000,2,2,1035.0,Manhattan,10023,2.3684014109589944,8.564609568188951
Co-op,420000,1,1,1440.0,Manhattan,10010,2.262529060468485,4.437789951700444
Multi-family home,1459000,5,4,3500.0,Manhattan,10309,33.57810344399185,27.805274975330487
Co-op,499000,1,1,1440.0,Manhattan,10002,5.059053423419456,2.614476390713454
Condo,510000,2,2,972.0,Manhattan,10473,12.327142237314892,17.248660258087178
Condo,825000,2,2,1001.0,Manhattan,10039,8.21392853791056,14.372531990618779
House,1150000,3,2,1352.0,Manhattan,10468,14.512617779408405,20.628923595222144
Condo,6895000,2,2,2114.0,Manhattan,10019,0.9125288807589591,7.112465854367722
Co-op,165000,1,1,750.0,Bronx,10471,17.551700756965207,23.744374447468942
House,874900,3,4,1500.0,Manhattan,10314,23.279261362068517,17.44850856399882
Multi-family home,1499999,8,6,3262.0,Manhattan,11237,8.49303481914105,7.785497547633464
Co-op,245000,1,1,863.0,Bronx,10467,15.895407836017206,21.918254532329943
Condo,565000,1,1,804.0,Brooklyn,11223,17.0669347564239,11.470882694438766
Co-op,1950000,3,2,1265.0,Manhattan,10029,5.074097077087648,11.152156622727691
Multi-family home,699000,2,3,3262.0,Manhattan,11213,10.119283563143409,7.183061040207891
Co-op,1200000,1,1,1120.0,Manhattan,10038,5.718177398210379,0.7086161328954774
House,1425000,5,4,2230.0,Manhattan,11367,13.54317181050566,15.839767496737524
Multi-family home,1595000,9,6,4420.0,Manhattan,11233,10.594361993535621,8.197873292110296
Multi-family home,1495000,3,6,5148.0,Manhattan,11204,16.129585972157557,10.408720159757506
Multi-family home,2375000,4,4,3262.0,Manhattan,11218,11.69757570931236,6.3937197676052575
House,1248000,4,2,2450.0,Brooklyn,11229,17.458986946036212,12.593823612461716
Co-op,399000,1,1,675.0,Manhattan,10040,11.906367121291872,18.10169839688452
Co-op,4895000,4,2,3594.0,Manhattan,10003,2.834131764036983,3.403196116252012
Co-op,475000,3,1,1440.0,Manhattan,10021,2.936887989044485,8.248667082626781
Co-op,11175000,4,6,3841.0,Manhattan,10128,3.501710591831204,9.536197681197118
Co-op,825000,2,2,1440.0,Manhattan,10019,0.6725027970808354,6.843650315121298
Multi-family home,1849000,6,3,3001.0,Manhattan,11215,10.455806725156227,4.868792014307061
Co-op,699000,1,1,700.0,Manhattan,10023,2.0719914151122105,8.273405602607943
Condo,320000,2,1,802.0,Bronx,10462,14.284407905903464,19.841096841195345
Co-op,525000,1,1,1440.0,Manhattan,10065,2.085609679563515,7.81244049146068
Co-op,650000,2,2,1440.0,Manhattan,10022,1.9422802122268914,7.006976226985335
Co-op,1650000,1,1,1440.0,Manhattan,10075,2.7809312175406062,8.637967493745103
Co-op,1425000,2,2,1440.0,Manhattan,10075,3.144956887264524,8.823244046834027
Condo,418000,1,1,684.0,Queens,11356,12.262015164771366,16.794735921468952
Multi-family home,1399000,8,6,3448.0,Manhattan,11234,16.001053511645146,12.032276441687245
House,339000,2,1,700.0,Manhattan,10306,23.81497748602545,17.65002832494379
Co-op,400000,1,1,964.0,Queens,11106,4.496579710081438,8.998071675699157
House,699000,3,1,4000.0,Manhattan,11412,19.741795393789555,20.534223603709584
Condo,1325000,2,2,1786.0,Manhattan,10019,0.8046026038242056,6.816168228858012
Condo,1750000,6,3,3364.0,Manhattan,11225,11.51493455924007,7.1956087921400975
Multi-family home,2100000,3,3,2000.0,Manhattan,11231,9.337390321168227,3.4537874037118286
Co-op,205900,1,1,750.0,Queens,11415,14.354259388365909,15.391790255560151
Co-op,265000,1,1,765.0,Brooklyn,11230,15.70036617479668,10.311270160739687
Co-op,169999,1,1,964.0,Queens,11414,15.535829175839114,14.330861565664492
House,775000,3,1,1696.0,Manhattan,10465,16.14332042743982,21.362936642295946
House,685000,4,2,2269.0,Manhattan,10314,24.31573647431918,18.543779507062602
Multi-family home,1245000,7,6,3262.0,Manhattan,11369,10.713544542933201,14.020116316704563
Co-op,795000,1,1,1440.0,Manhattan,10021,2.919677510242754,8.540968089021552
Condo,445000,3,1,402.0,Queens,11103,5.788863255512932,10.333871346465903
Co-op,399000,2,1,960.0,Brooklyn,11224,20.00077910540167,14.446196121242547
Multi-family home,1990000,6,5,2150.0,Manhattan,11361,17.496862338653035,20.267288173762225
Co-op,529000,2,1,1440.0,Manhattan,10040,11.584740612536464,17.78244336159967
Co-op,7500000,6,6,4200.0,Manhattan,10028,3.3743102104822076,9.349161145294143
Co-op,595000,1,1,1440.0,Manhattan,10033,11.268606834292518,17.469168248737574
Co-op,525000,3,2,845.0,Brooklyn,11224,19.98222831677431,14.433783614136898
Co-op,479000,2,1,1100.0,Brooklyn,11224,20.151853112611466,14.573699662751775
Co-op,4995000,4,4,5500.0,Manhattan,10022,1.3433280359317514,7.068910782187761
Co-op,460000,2,1,1440.0,Manhattan,10025,4.915915338122096,11.116376693170636
House,1200000,4,2,2230.0,Manhattan,11361,17.63480494524689,20.38058280675528
Condo,5950000,2,2,1853.0,Manhattan,10014,3.383391902289763,3.1985055532104436
Condo,599000,1,1,626.0,Manhattan,10029,5.341079691516775,11.216606873809045
Co-op,350000,3,1,1440.0,Manhattan,10017,1.1757880476850244,6.347037360431229
Condo,420000,1,1,668.0,Brooklyn,11235,20.1269392833873,14.628037875353334
Co-op,2199000,2,2,1770.0,Manhattan,10024,3.517707951010451,9.69574562593469
Co-op,595000,1,1,700.0,Manhattan,10022,1.7875807454831203,6.533878848870696
Co-op,249000,2,1,1000.0,Brooklyn,11235,18.88036886171038,13.914858742864405
Condo,11000000,4,4,3452.0,Manhattan,10011,2.1345739406794726,4.372333195541743
Co-op,585000,1,1,1440.0,Manhattan,10040,11.674894702043114,17.87413677302495
Multi-family home,1180000,8,4,3321.0,Manhattan,10472,12.197424049311055,17.83287595979507
Co-op,115000,3,1,550.0,Bronx,10458,15.22449847375194,21.261190881932546
Condo,779000,1,1,638.0,Manhattan,10016,1.9287203785133409,4.792154615033918
Multi-family home,1850000,12,7,4719.0,Manhattan,11220,13.398537254275784,7.3854562145505405
Condo,9975000,3,3,2241.0,Manhattan,10023,1.2605692272936169,7.460357950840111
Townhouse,925000,3,2,1875.0,Manhattan,11365,15.862116031480726,17.815134216816347
Co-op,2750000,2,2,1440.0,Manhattan,10019,0.9858712024075352,7.17755250939707
Co-op,1450000,4,2,1440.0,Manhattan,10016,1.2532758423047616,5.531342897335681
Townhouse,3400000,5,4,4852.0,Manhattan,10030,7.48983286819835,13.644578167967733
Co-op,329000,2,1,964.0,Queens,11360,17.914905469810464,21.430111835974184
House,699000,3,2,1008.0,Manhattan,10303,20.846044031978074,15.653692548400814
Multi-family home,1075000,7,3,3262.0,Manhattan,11207,10.244810805294858,8.880189163888597
Multi-family home,790000,4,3,1784.0,Manhattan,10461,15.100901932943513,20.766710192435774
Condo,7750000,5,6,3701.0,Brooklyn,11201,7.445693532933488,1.6007091672586777
Townhouse,19995000,6,8,8757.0,Manhattan,10011,3.24469963304702,2.9728663018966746
Co-op,3375000,3,3,1440.0,Manhattan,10029,4.219089672330185,10.286887832740593
Co-op,3150000,4,3,1440.0,Manhattan,10024,2.881316048528329,9.082218060175169
Co-op,15000000,4,6,1440.0,Manhattan,10065,1.50371264165565,7.486618600316166
Co-op,3150000,4,4,1440.0,Manhattan,10065,1.8613913362302221,7.875247236101127
House,899000,2,2,1056.0,Manhattan,11228,17.46847837316638,11.431738976897892
Condo,795000,1,1,860.0,Manhattan,10065,2.0464683831738104,7.364625072596007
Co-op,275000,1,1,880.0,Brooklyn,11230,14.04331321798653,8.726859951315753
Multi-family home,775000,6,2,2910.0,Manhattan,10462,14.211074247331362,19.985526524590224
House,2150000,2,2,2230.0,Manhattan,10016,1.585243944358622,5.565722366962969
House,899000,3,1,2230.0,Manhattan,11377,6.530030622878182,10.067483280675356
House,699000,5,4,1838.0,Manhattan,10458,14.755687741082001,20.787177719246614
Multi-family home,904000,4,3,3262.0,Manhattan,11366,15.303111583154424,16.912366771455314
House,669000,3,1,2230.0,Manhattan,11421,13.827921347681382,13.635806029716562
Co-op,279000,1,1,964.0,Queens,11374,11.157630556098086,13.038600966179896
Co-op,330000,1,1,656.0,Queens,11360,17.818868858005207,21.442584757448543
Co-op,399000,3,1,1440.0,Manhattan,10021,2.5107976970333135,8.234868243792318
Co-op,740000,2,1,1440.0,Manhattan,10024,3.560178403270325,9.760052918026945
House,590000,5,3,1152.0,Manhattan,11691,25.858837704795526,24.06204550999193
House,1250000,3,2,2049.0,Manhattan,11203,12.334396528406758,8.048031403696195
Co-op,975000,2,2,1270.0,Manhattan,10032,9.248555269420407,15.449354195420717
Condo,849000,3,2,1786.0,Manhattan,10023,1.5218992591512295,7.721405979232691
House,1699000,3,2,2200.0,Manhattan,11238,8.285527002295236,4.736740003643992
Co-op,1195000,2,2,1440.0,Manhattan,10028,3.5279744275396165,9.160781044261736
Co-op,190000,3,1,500.0,Queens,11432,17.35375244191029,18.581051115171412
Co-op,405000,3,1,550.0,Manhattan,10028,3.2423092538009186,8.941157096569242
Co-op,169500,1,1,905.0,Bronx,10462,14.645450178237628,20.419929751716598
Multi-family home,950000,5,2,1660.0,Manhattan,11235,20.06985123721533,14.671033827469886
Condo,800000,3,1,916.0,Manhattan,10005,6.173493190165055,0.16051784313769024
Condo,359000,2,1,920.0,Brooklyn,11207,14.320314704217802,11.90425286450199
Co-op,1950000,2,3,1440.0,Manhattan,10065,1.8187031424347546,7.830710886015646
Townhouse,999000,7,4,4087.0,Manhattan,11207,13.009951607775713,10.847944402051827
Co-op,1950000,2,2,960.0,Manhattan,10014,2.980427600136627,3.4923138052714493
Condo,649000,1,1,1786.0,Manhattan,10027,6.543465914837468,12.72674739376357
Condo,1175000,4,2,951.0,Queens,11357,16.445745168599117,20.44594973671647
House,799000,4,2,2230.0,Manhattan,11417,15.581007026753657,14.938158715759362
Condo,2950000,3,2,1709.0,Brooklyn,11201,7.368833747513919,1.5618732430589273
Condo,358000,3,1,951.0,Queens,11367,15.315051682360346,16.717851380265653
Co-op,189999,1,1,964.0,Queens,11415,14.190373546344992,14.856723151933728
Condo,760000,1,1,700.0,Manhattan,10019,0.8736483739333756,6.925852196870426
Multi-family home,675999,3,2,2070.0,Manhattan,10466,19.51662431520894,25.460228900028095
Condo,380000,3,1,393.0,Brooklyn,11228,15.653915095625205,9.758610857457047
Co-op,379000,2,1,964.0,Queens,11374,11.031619228386136,13.027349735562098
Co-op,995000,2,2,1440.0,Manhattan,10021,2.325843383347416,8.140252344816426
Condo,649000,3,2,1150.0,Brooklyn,11234,15.680133182474952,11.705857206761099
Condo,475000,1,1,739.0,Brooklyn,11235,20.084275383771413,14.642368635986976
Multi-family home,1799000,11,6,5031.0,Manhattan,11214,16.735301528679553,10.969664950810534
House,1500000,8,5,2230.0,Manhattan,10463,15.3468271199407,21.52255769131344
Condo,3995000,3,4,2456.0,Manhattan,10128,3.7318244143164043,9.479081203772296
Townhouse,2299000,7,6,4087.0,Manhattan,10035,6.580603678431036,12.636683461139999
Co-op,3200000,3,4,1825.0,Manhattan,10019,1.3368890092359222,7.537735909393149
Co-op,579000,3,2,1200.0,Queens,11374,10.856347909444231,12.918532509494419
Condo,648888,2,2,950.0,Queens,11367,15.315656588164918,16.722643379946298
Multi-family home,989000,7,5,3978.0,Manhattan,11414,15.08027174624278,13.733391529915792
Co-op,995000,1,1,1440.0,Manhattan,10011,1.969273023325947,4.327023776059531
Co-op,154900,1,1,700.0,Bronx,10468,13.431970672351104,19.5690708171524
Condo,399000,1,1,577.0,Brooklyn,11220,13.962781872635214,7.789114310745817
Condo,589000,3,1,415.0,Manhattan,10036,0.8849150082041435,6.135608969846793
Condo,3795000,3,3,2250.0,Manhattan,10075,3.0179756057196854,8.840366531456057
Co-op,199999,3,1,471.0,Queens,11375,12.758088233270044,14.214149226263238
Co-op,2500000,3,2,3200.0,Manhattan,10001,1.416738457775025,4.785775032240851
House,749999,3,2,2230.0,Manhattan,11203,13.133522932994364,9.265322166364987
Co-op,1595000,2,2,1440.0,Manhattan,10025,4.008775549464055,10.186619636752045
Co-op,258000,3,1,500.0,Queens,11354,14.288297469196161,17.605126176998542
House,685000,3,2,1280.0,Manhattan,10312,27.860185931066404,21.910873743129944
Multi-family home,599000,5,2,3262.0,Manhattan,11691,25.70999460430311,24.078682679750873
Condo,3250000,3,2,2292.0,Manhattan,10002,4.6065498360516735,2.0414226385237217
Condo,245000,1,1,800.0,Staten Island,10301,18.647703230135335,12.748520767809554
Co-op,729000,3,2,1400.0,Bronx,10471,16.1801109781995,22.367960087246768
Multi-family home,779000,3,2,1557.0,Manhattan,10461,15.096041129960648,20.728393978136292
Condo,1090000,3,3,1295.0,Brooklyn,11204,14.759331144360372,9.178483119737608
Co-op,365000,2,1,925.0,Brooklyn,11223,17.454076511580386,11.975677545081922
Townhouse,12495000,4,4,6310.0,Manhattan,10028,2.9817962958782864,8.973712235055247
Condo,1990000,2,2,1309.0,Manhattan,10011,1.8061003503451714,4.40451329991714
Multi-family home,1200000,6,4,2808.0,Manhattan,10466,19.54507950467118,25.417584240213067
Co-op,473000,2,1,1000.0,Brooklyn,11235,20.252215402217036,14.951998825893257
Co-op,2348000,3,4,1440.0,Manhattan,10017,1.7587029111477237,6.3215484704809475
Condo,25000000,5,6,4089.0,Manhattan,10011,2.1853201972453875,4.694295394787586
Condo,995000,1,1,1786.0,Manhattan,10003,2.7142383800020293,3.8055397573799903
Townhouse,2950000,4,4,4087.0,Manhattan,11231,9.15874604896001,3.2465271534659914
Co-op,133000,1,1,630.0,Bronx,10467,15.909435169757218,21.870114547192415
Multi-family home,1548000,9,4,4539.0,Manhattan,11368,10.311825339915744,13.378467762130345
Multi-family home,850000,5,3,3024.0,Manhattan,10469,16.91739642987677,22.83869640933949
Multi-family home,995000,6,3,2125.0,Brooklyn,11214,18.824522159296727,13.101492864132481
Co-op,1850000,3,2,1440.0,Manhattan,10010,2.3606509465378624,4.191253939147146
House,2800000,2,1,1800.0,Staten Island,10312,30.45319749207627,24.429270706578524
Condo,4995000,3,2,2803.0,Manhattan,10011,2.6328328837053925,3.575601632579284
Co-op,398800,1,1,964.0,Queens,11372,8.501026382194073,11.568177317661972
Co-op,142500,3,1,964.0,Queens,11432,16.534795659440615,17.412295989703402
House,2570000,5,2,2000.0,Manhattan,11209,16.070208634961936,9.887547921324659
Co-op,225000,1,1,900.0,Bronx,10467,14.583376049964054,20.45367178983236
Co-op,345000,1,1,900.0,Queens,11355,13.716187655048621,16.849039120279915
House,875000,5,2,1974.0,Manhattan,11234,16.56134028536149,12.21239232079148
Co-op,694000,2,1,845.0,Brooklyn,11225,10.694651612256466,6.504482287740203
Co-op,495000,1,1,1440.0,Manhattan,10065,1.7042414216693795,7.621195665210849
Co-op,649000,1,1,687.0,Manhattan,10022,1.8643111833409038,6.865998663708864
Condo,659000,2,1,714.0,Brooklyn,11218,12.340389273973235,7.27049751507663
Co-op,429000,2,1,850.0,Brooklyn,11209,14.37030420923331,8.184937472575688
Multi-family home,1299999,12,6,4125.0,Manhattan,11237,8.184237079387167,7.0801560922257085
Condo,368000,3,1,951.0,Queens,11360,17.23237397175367,20.71737242626851
House,758800,3,2,1633.0,Manhattan,10305,20.29789609532016,14.123824435860296
Condo,1795000,2,2,1245.0,Brooklyn,11201,6.2868929984896305,2.0150511658577277
Multi-family home,1595000,5,3,3262.0,Manhattan,11377,7.655109047799339,10.347134203187391
Townhouse,6500000,7,5,4087.0,Manhattan,10021,2.2549526564061844,8.060361975150302
Multi-family home,1089000,4,3,3262.0,Manhattan,11423,19.51374935987908,20.75228475587696
Condo,735000,1,1,951.0,Queens,11101,3.898099323191502,7.487466122528984
Co-op,350000,1,1,1440.0,Manhattan,10033,10.888039711173606,17.089053579821126
Condo,780000,3,3,1236.0,Manhattan,11354,12.975437486410904,16.43366575329488
Co-op,173000,3,1,500.0,Queens,11375,13.568504852381045,14.81283796943266
House,995000,4,2,2200.0,Manhattan,10301,18.7079712088446,12.71823977732135
Multi-family home,775000,4,2,3262.0,Manhattan,11413,22.652688514876854,22.300245555781434
Condo,1649000,1,1,800.0,Manhattan,10036,1.2649885434486976,6.241728315481288
Multi-family home,1290000,5,3,3262.0,Manhattan,11377,7.380677868947071,9.866709753175893
House,575000,3,1,1390.0,Manhattan,10473,12.09943373168341,17.06200391740685
House,1499000,7,6,2230.0,Manhattan,11356,12.208631420386592,16.7683826965809
Co-op,800000,2,1,1200.0,Brooklyn,11204,16.853323351424816,11.167359634901329
Co-op,750000,1,1,1440.0,Manhattan,10016,1.3143988145868877,5.261174271537856
Condo,1750000,2,2,1320.0,Brooklyn,11231,9.381948426687808,3.2108964046133774
Condo,2750000,2,2,1488.0,Manhattan,10002,4.8327473124986,1.8209003933672798
Condo,698000,1,1,1786.0,Manhattan,10037,7.500107866255013,13.616045903702423
Co-op,425000,1,1,1440.0,Manhattan,10065,2.254842328099548,7.712422642441682
Condo,26000000,5,6,4859.0,Manhattan,10013,4.888099175649152,1.3706032068437664
Condo,3999999,2,2,1997.0,Manhattan,10001,1.7852996228808753,5.016945982971219
Condo,2295000,3,3,1615.0,Manhattan,10065,1.7785456181908326,7.433966172654864
Multi-family home,689900,3,4,2448.0,Manhattan,10314,21.28027917991173,15.890912601804741
House,3850000,4,4,4374.0,Manhattan,11222,3.988579821875453,5.037417093806626
Co-op,243000,2,1,965.0,Bronx,10468,13.428613032661316,19.561887866899408
Co-op,1995000,4,2,1440.0,Manhattan,10002,5.1361627336621805,2.696016990055519
Co-op,250000,3,1,964.0,Queens,11377,6.711480414177387,10.54151567501597
House,845000,4,2,2230.0,Manhattan,11423,19.922718108004158,21.207869393694228
Multi-family home,915000,8,3,1896.0,Manhattan,10462,13.808028445316497,19.241691952075605
Condo,599888,1,1,826.0,Manhattan,11104,6.026493016857747,8.83863583236344
Co-op,325000,2,1,964.0,Queens,11368,11.016399893318464,13.22481483544886
Townhouse,999000,4,2,4087.0,Manhattan,11221,8.423996448461164,6.866746630406014
Condo,688000,3,2,982.0,Brooklyn,11220,13.257804198647282,7.3197813268778695
House,950000,3,2,1308.0,Manhattan,10468,14.28757537704478,20.412202859415
Co-op,249000,1,1,750.0,Queens,11374,11.36721662482389,13.324527451824416
Co-op,465000,1,1,1440.0,Manhattan,10022,1.8914480380271221,6.574671326273743
Multi-family home,2499000,7,8,3700.0,Manhattan,11209,14.944035029449346,8.796964405047785
Condo,409000,1,1,559.0,Queens,11355,12.879641988022005,15.728537442283802
Condo,630000,2,2,750.0,Queens,11354,13.347457976957187,16.5894574931705
Condo,874000,2,2,915.0,Brooklyn,11221,9.026067230577898,7.5989294149912405
Condo,4995000,4,4,1786.0,Manhattan,10021,2.498318496817077,8.486391054432875
Co-op,875000,2,2,1440.0,Manhattan,10128,3.660015990066252,9.623869332404697
Co-op,975000,2,2,1440.0,Manhattan,10023,2.3078521968997965,8.4232887902117
Multi-family home,5975000,12,4,3262.0,Manhattan,11215,9.686509105551949,4.7080464333021546
Co-op,475000,3,1,1440.0,Manhattan,10031,7.354032225291496,13.55525915326892
Co-op,975000,1,1,1440.0,Manhattan,10025,3.932885532029918,10.119775109467618
House,1548000,9,4,2230.0,Manhattan,11368,10.311825339915744,13.378467762130345
Co-op,175000,1,1,627.0,Queens,11432,16.598856538821384,17.702832848013507
