type,price,beds,bath,propertysqft,locality,zipcode,distance_to_center,distance_to_wall_street
Co-op,185000,1,1,850.0,Manhattan,10463,15.080054384791142,21.229977983343407
Multi-family home,2798000,5,3,3400.0,Manhattan,11215,11.253660942591099,6.044321375977311
Co-op,359000,2,1,950.0,Queens,11354,13.373373293048788,17.013253457282882
House,988000,3,1,1296.0,Manhattan,11355,14.00732728858136,16.866851557878395
Co-op,800000,1,1,1440.0,Manhattan,10017,1.574527774942892,5.664852900624519
Co-op,400000,2,1,964.0,Queens,11372,8.370278727485772,11.627125458029832
Multi-family home,965000,5,3,3520.0,Manhattan,10472,11.709795784433753,17.267316742839146
Multi-family home,1389000,5,2,2412.0,Manhattan,11234,16.468666701704834,11.830665424684485
Condo,525000,3,2,1185.0,Bronx,10473,12.301751881479674,17.265482996085257
Multi-family home,10000000,7,8,3262.0,Manhattan,10011,2.8292281432929367,3.372575711096621
Co-op,279000,2,1,1440.0,Manhattan,11364,19.45930564348927,21.71061256423364
Multi-family home,1850000,3,4,3262.0,Manhattan,11204,16.0942755629822,10.413232041305287
Multi-family home,2599000,11,6,5088.0,Manhattan,11105,7.5100214773872365,11.843307406377312
Co-op,250000,1,1,800.0,Brooklyn,11230,15.70036617479668,10.311270160739687
Co-op,2250000,3,2,2000.0,Manhattan,11215,10.377969400358026,5.2524156382420255
Multi-family home,1800000,9,7,3262.0,Manhattan,11105,6.417013254410321,11.055542589719387
Co-op,350000,3,2,1100.0,Brooklyn,11234,15.20624073030261,11.010053891493682
House,1649000,4,3,1452.0,Manhattan,11237,8.141708756835554,7.398806429993867
House,1370000,6,3,2230.0,Manhattan,11432,16.107666780009314,17.186144313549114
Co-op,360000,2,1,1440.0,Manhattan,10030,7.408428530081317,13.545500087741773
Co-op,1050000,1,1,1440.0,Manhattan,10003,3.16562234453413,3.037125877474834
Condo,2200000,2,2,1308.0,Manhattan,10021,2.4978521009182946,8.480361414715249
Townhouse,7850000,5,4,6060.0,Manhattan,10003,2.461516913877523,3.912541143289327
Multi-family home,4999000,8,5,4120.0,Manhattan,10019,0.8327358651055092,6.725453183448392
House,1578000,5,3,2152.0,Manhattan,11365,16.610621712239904,18.67086430283785
House,715000,3,2,2230.0,Manhattan,11412,19.898915500504685,20.862480747540964
Townhouse,600000,3,1,2208.0,Brooklyn,11233,10.8999022317848,8.815713882504909
House,850000,3,2,1090.0,Manhattan,10304,20.761246250475324,14.696671564212847
Condo,1949000,2,2,1288.0,Manhattan,10009,3.9874181523128214,3.320541601050693
Multi-family home,1599999,5,4,3773.0,Manhattan,10312,28.93148688931852,23.05078900790987
House,640000,3,2,1110.0,Manhattan,10308,27.96304143868776,21.937776797370738
Co-op,329000,1,1,764.0,Brooklyn,11209,16.63204516475958,10.45478360487426
Multi-family home,750000,4,2,2340.0,Manhattan,10466,18.932036798478833,24.916253082317837
House,1450000,4,4,1746.0,Manhattan,11209,15.83861160853791,9.658679238951393
Condo,1999999,3,3,1800.0,Brooklyn,11235,20.339700273812536,14.961470984538252
House,899888,4,2,2185.0,Manhattan,10314,20.107323459718746,14.538800291279662
Co-op,379000,2,1,900.0,Queens,11367,14.717529064161225,16.125384510568836
Multi-family home,879000,4,2,1824.0,Manhattan,10308,27.483858098378395,21.44306747518328
Co-op,1030000,2,2,1077.0,Manhattan,10128,4.261454098821045,10.158760340318578
Co-op,699999,1,2,1440.0,Manhattan,10024,2.861468474463189,9.059833269654217
Co-op,388000,2,1,1440.0,Manhattan,11375,12.137991404173622,13.822983155618568
Condo,1750000,1,1,937.0,Manhattan,10003,2.8857602532933084,3.430565235327423
Co-op,995000,1,1,845.0,Brooklyn,11249,4.8650396055714715,4.550290099610522
House,599999,5,4,2230.0,Manhattan,11436,17.916380446270256,18.025322769346428
Co-op,300000,1,1,1440.0,Manhattan,10026,5.831023489257683,11.993044473024764
Co-op,389000,1,1,900.0,Queens,11373,9.058053044023707,11.624540136546711
Co-op,875000,1,2,1440.0,Manhattan,10021,2.2196323328325946,8.145495681206027
Condo,3000000,3,3,2100.0,Manhattan,10022,2.0079385335010955,7.12692468641023
Multi-family home,850000,3,2,2194.0,Manhattan,10465,17.06408014977629,22.37068829078409
Townhouse,3595000,5,4,4675.0,Manhattan,10031,8.397556552127329,14.592696928155847
House,925000,3,2,2230.0,Manhattan,11377,7.17431726886509,9.40692295499617
House,799000,5,3,2230.0,Manhattan,11429,21.055182070618216,22.159178186768546
House,1880000,3,5,1920.0,Manhattan,11355,14.621859523789587,17.27008863487024
Co-op,375000,3,1,1440.0,Manhattan,10036,0.9195048021656962,6.580234743728361
Co-op,269000,1,1,625.0,Brooklyn,11209,14.624442263703923,8.43802555528132
House,4500000,6,4,2230.0,Manhattan,11357,14.436248892776625,18.477943764899962
House,589000,3,2,1120.0,Manhattan,11208,13.906701856221293,12.438741137853972
Co-op,239000,1,1,700.0,Brooklyn,11229,16.96793387444998,11.708033447192333
Co-op,385000,1,1,964.0,Queens,11372,8.502513991373213,11.566171202285638
Condo,1000000,1,1,773.0,Manhattan,10036,0.5060292087972839,6.236659659569655
Co-op,130000,3,1,964.0,Queens,11432,16.639508406470913,17.757887628549696
House,798000,3,2,760.0,Manhattan,11368,11.395581180589472,13.69673338059573
Co-op,495000,1,1,1440.0,Manhattan,10003,3.898186202732537,2.5766606792271247
Condo,555000,1,1,649.0,Queens,11366,15.468352277431595,16.95719626722345
Co-op,1274000,3,2,1440.0,Manhattan,10016,1.2657776323271022,5.30319417487833
Co-op,349000,2,1,964.0,Queens,11415,14.084201457624104,14.76546630908904
Townhouse,2495000,8,8,5374.0,Manhattan,10471,17.138128894898255,23.30945578856623
Co-op,749900,3,1,830.0,Manhattan,10025,4.881984417672257,11.072319296045572
House,1399900,4,4,3149.0,Manhattan,10305,20.768471698164472,14.625950548381452
Condo,948888,2,2,950.0,Brooklyn,11209,16.447266977788672,10.26131138845032
House,475000,3,2,1280.0,Manhattan,10466,20.01451102658524,25.991798701035236
Condo,2595000,3,3,1449.0,Manhattan,10128,4.023979679259636,9.925922951093325
Multi-family home,1199000,3,1,2726.0,Manhattan,10305,21.414440197699953,15.25882127220476
Condo,750000,1,1,654.0,Brooklyn,11206,6.5909840966129725,5.429304714758421
Condo,713000,2,2,1040.0,Manhattan,11214,19.270631114075183,13.5076581887446
Co-op,300000,1,1,964.0,Queens,11377,7.3135663313507155,10.225778457775602
Co-op,2695000,3,3,1440.0,Manhattan,10024,2.8532217400396886,9.006992676197207
Co-op,450000,2,2,964.0,Queens,11004,22.503248694495735,24.906880634725916
Co-op,699000,1,1,1440.0,Manhattan,10025,4.273895734490346,10.468440350915452
Townhouse,10950000,8,8,9555.0,Manhattan,10024,2.6608199977402145,8.812494522738008
Co-op,225000,1,1,1440.0,Manhattan,11005,22.669076351740514,25.338058127103274
Condo,5925000,3,4,2539.0,Brooklyn,11201,6.312177324341142,1.5719692682238569
Co-op,255000,1,1,1440.0,Manhattan,11362,21.349137942442447,23.993074719522717
House,2095000,4,4,3223.0,Manhattan,11432,16.122465122270714,17.608601278166066
House,10250000,7,6,5200.0,Manhattan,10128,4.021446953557899,10.015677620439652
Co-op,750000,1,1,845.0,Brooklyn,11201,7.913773775059274,2.3119226528669587
Townhouse,2999000,9,8,5560.0,Manhattan,10035,6.372639794186527,12.43470181235536
Co-op,199000,3,1,650.0,Brooklyn,11218,12.691375713497072,7.397724622177159
Multi-family home,1250000,7,3,1800.0,Manhattan,11223,19.078605243316975,13.56741219364836
Co-op,2425000,2,2,1300.0,Manhattan,10003,3.052174408831052,3.2014549602530558
Co-op,2500000,5,6,3860.0,Manhattan,10017,1.7970231525960645,6.3284203972758295
Co-op,3499000,6,8,6000.0,Manhattan,10021,2.3636877218311763,8.158613901024946
Co-op,649000,1,2,1000.0,Manhattan,10022,2.0214603548854475,6.808655634824449
Multi-family home,998500,3,2,3262.0,Manhattan,11226,12.667934200723172,8.065079208870221
Multi-family home,765000,4,2,1152.0,Manhattan,10466,17.704065000205137,23.65677620580369
Condo,599000,2,2,705.0,Queens,11372,9.09205569304648,12.044570837420677
Condo,11500000,5,5,5276.0,Manhattan,10013,4.593345758611866,1.6098278769656231
Co-op,595000,1,2,1440.0,Manhattan,10022,1.2920853072781648,6.988795054061519
Co-op,675000,1,1,1440.0,Manhattan,10029,5.074097077087648,11.152156622727691
Multi-family home,949000,8,3,3500.0,Manhattan,10301,15.548225398293539,9.75913562725137
Condo,729000,2,2,950.0,Queens,11354,14.193465544992794,17.459088401423983
Co-op,399999,2,1,964.0,Queens,11415,14.042546145836061,14.696821232395786
Co-op,397000,2,1,1000.0,Queens,11373,9.266140498014845,11.546891662225795
Townhouse,950000,2,1,1800.0,Manhattan,11232,11.096977276213297,5.26141151373345
Condo,3995000,4,3,2578.0,Manhattan,10019,0.8857315698826922,7.067292352147306
Co-op,599000,1,1,780.0,Brooklyn,11209,15.794376823558428,9.597052747975553
Condo,1999999,4,3,2729.0,Manhattan,10005,6.099244588868279,0.1032779993648079
Co-op,3370000,2,2,1440.0,Manhattan,10003,3.075159686391456,3.1368925118372726
Townhouse,6995000,4,5,4187.0,Manhattan,11201,7.787643045936767,2.0672187719243937
House,1598000,4,4,2230.0,Manhattan,11367,13.23564634555787,15.504028987806928
Condo,699000,2,2,1030.0,Queens,11354,14.175823955056716,17.359326894870534
Co-op,265000,3,1,650.0,Brooklyn,11235,20.407602522549656,14.889838114084897
House,1699000,5,3,2488.0,Manhattan,11235,20.23350928487397,14.964251921374435
Condo,1086300,2,1,780.0,Manhattan,10024,2.9525275465747463,9.139586707402566
Multi-family home,859000,6,4,2820.0,Manhattan,10457,13.154685248173935,19.08237999418342
House,945000,2,2,2230.0,Manhattan,11379,9.62291452423587,10.385219377268083
Condo,549000,2,2,1093.0,Bronx,10457,12.045762413078208,18.096786632399585
Multi-family home,969999,6,4,3262.0,Manhattan,10466,19.235667984922504,25.056467357757594
House,1649000,8,3,2230.0,Manhattan,11225,11.394746548217881,6.793594593073873
Condo,2800000,2,2,1412.0,Manhattan,10019,0.7500847637839554,6.951197135993806
Co-op,449000,2,1,1440.0,Manhattan,10128,3.5479399458740986,9.501282824136522
Co-op,294500,1,1,964.0,Queens,11372,8.470492189341204,11.536093842343465
Multi-family home,990000,8,4,3120.0,Manhattan,10474,10.623668091800694,16.192539538345645
House,314000,2,1,847.0,Manhattan,10303,20.152947105297528,15.116869051758455
Co-op,208000,3,1,964.0,Queens,11375,13.609833602927434,14.84812367190007
Co-op,169900,2,1,900.0,Bronx,10460,13.285611165587673,18.88535774153244
Co-op,235000,1,1,964.0,Queens,11374,11.221706128583476,12.853157454792196
Co-op,278000,1,1,964.0,Queens,11415,14.354259388365909,15.391790255560151
Co-op,6400000,3,4,1440.0,Manhattan,10021,2.406380184499445,8.41025112436776
Co-op,385000,2,1,920.0,Queens,11374,10.923577150115136,12.870386092142613
Co-op,250000,1,1,750.0,Brooklyn,11229,18.348223859973594,13.5572224710794
Multi-family home,1849000,6,3,3262.0,Manhattan,11361,17.70916756306365,20.88328063357707
House,449500,3,2,2230.0,Manhattan,10473,12.370668876319339,17.42549971453692
Multi-family home,1250000,5,2,3262.0,Manhattan,11373,9.643939927494655,11.568808832390657
House,1099000,7,3,2322.0,Manhattan,11236,14.589965967148418,11.375995356670167
House,1900000,4,2,1400.0,Manhattan,11367,14.210866872039857,15.759395077062106
Condo,2500000,2,2,1250.0,Manhattan,10036,0.6180286473445831,5.930452864173237
House,1288000,3,3,1696.0,Manhattan,11356,11.926776338531159,16.29743228255802
Co-op,1150000,1,1,1440.0,Manhattan,10023,1.5076015629170303,7.70870085423991
Condo,825000,3,2,951.0,Queens,11377,7.26992700487854,9.786275611389907
Townhouse,4195000,5,4,4087.0,Manhattan,11238,8.386543605715701,4.316786583568228
Condo,875000,2,1,922.0,Manhattan,11237,9.537200154429383,8.6305439864839
Co-op,297000,1,1,1440.0,Manhattan,11214,17.60700332359361,11.636217279458396
Condo,485000,1,1,575.0,Queens,11374,10.443181666748595,11.904314840850457
Co-op,230000,2,1,800.0,Bronx,10471,18.37635821346796,24.569529079340086
House,629000,4,2,2230.0,Manhattan,10466,17.991545948854625,23.846605183239806
Multi-family home,1200000,5,2,3262.0,Manhattan,10312,30.090071991615968,24.246234518064448
Townhouse,7550000,5,5,4087.0,Manhattan,10014,3.0326514067758903,3.255405842325164
Co-op,299000,1,1,964.0,Queens,11355,13.93157446737653,17.056853950111922
Multi-family home,2200000,6,6,3262.0,Manhattan,11385,9.011019359732458,9.220827421960662
Condo,465000,2,2,708.0,Queens,11368,10.450210417749181,13.391877393685684
Co-op,278000,1,1,750.0,Queens,11367,13.626281268758879,15.507997841697325
Condo,685000,2,2,951.0,Queens,11375,12.15095445544327,14.142914833288929
Co-op,4500000,2,2,1800.0,Manhattan,10023,1.642508587162658,7.843918573525446
Multi-family home,779000,3,2,1540.0,Manhattan,11229,18.708661727925602,13.839011305011391
House,640000,3,2,1224.0,Manhattan,10469,16.50502792421292,22.407169609297174
Co-op,449000,2,2,1200.0,Queens,11360,17.904468496600018,21.434323631966734
Co-op,1100000,2,1,845.0,Brooklyn,11215,10.604631101624813,5.286569592740584
Condo,1899000,3,2,1900.0,Brooklyn,11235,20.41495061875894,15.045742683874604
House,599900,3,2,1204.0,Manhattan,10308,26.999705980372706,20.92872323138106
House,739000,2,2,1473.0,Manhattan,11210,15.496218042547438,10.902780742030895
Condo,7995000,3,4,1786.0,Manhattan,10023,1.773737502841462,7.959072004864656
Co-op,1425000,2,2,1440.0,Manhattan,10012,3.8792099481290494,2.32808313819538
Multi-family home,749000,4,2,3262.0,Manhattan,11367,14.613117184146764,16.770870089002337
Condo,548000,1,1,950.0,Queens,11354,13.984518777275138,17.177885480012655
Condo,950000,1,1,560.0,Manhattan,10022,1.6225826908885588,6.663131338612414
Co-op,1460000,2,2,1440.0,Manhattan,10128,3.434566495814533,9.431983190009705
Co-op,269000,3,1,964.0,Queens,11355,13.873337120292533,16.945643926580143
Condo,1695000,1,2,1072.0,Manhattan,11201,6.324973463045902,1.65250830290135
Co-op,155000,3,1,845.0,Brooklyn,11234,15.157430966811411,10.93918699220481
Co-op,449000,2,1,764.0,Queens,11004,22.62035811273464,25.157590474280592
Multi-family home,938000,5,3,1890.0,Brooklyn,11229,17.325002910269674,12.434848136477667
House,690000,2,2,1500.0,Manhattan,11234,14.697394688214608,10.558808619764841
Co-op,795000,2,1,845.0,Brooklyn,11218,11.636562444944797,6.420813924556955
Co-op,300000,2,1,800.0,Brooklyn,11235,19.273736903172907,13.8027858322225
Condo,1100000,2,2,1786.0,Manhattan,10019,0.7872452693306501,6.865899874502202
Condo,5000000,2,2,1780.0,Manhattan,10022,0.760448411554436,6.527122590479374
House,2500000,8,4,6425.0,Manhattan,11221,8.153431865130015,6.3221872274573325
Condo,425000,1,1,603.0,Brooklyn,11218,13.701066083177038,8.389971347976381
Co-op,280000,3,1,1440.0,Manhattan,10017,1.6644994851017048,5.737480790049475
House,1149000,3,2,1660.0,Manhattan,11229,16.96390707232398,12.027026828432593
Co-op,410000,2,2,964.0,Queens,11375,12.910601042109318,14.27241567007299
Co-op,268000,1,1,660.0,Queens,11354,13.355349974164717,17.020362546978614
Co-op,6000000,4,4,1440.0,Manhattan,10022,1.3078476151911382,7.07271107665791
Co-op,4650000,3,3,1440.0,Manhattan,10019,1.01478848318725,7.1742678302610114
House,24500000,6,8,8400.0,Manhattan,10065,1.762896185160324,7.673164330917971
Condo,660000,2,2,970.0,Queens,11373,9.130525406637275,11.383686618016409
House,465000,2,2,1048.0,Manhattan,10306,23.80028277707427,17.637293225552792
Condo,1175000,2,2,1072.0,Manhattan,10038,5.943978243392413,0.2593249512285674
House,1078000,3,2,1260.0,Manhattan,11355,14.10424307136632,16.482963541036376
Co-op,349000,1,1,652.0,Brooklyn,11209,15.294138518119599,9.11436044812609
Co-op,269995,1,1,964.0,Queens,11375,11.856897250949908,14.083955396587442
Multi-family home,1590000,7,4,1739.0,Brooklyn,11214,19.217638540027625,13.47247188301
Multi-family home,6999000,6,3,3262.0,Manhattan,11201,6.843784460116589,1.4220037273013317
Co-op,1398000,4,2,1440.0,Manhattan,10002,4.9063272825748125,2.540576612159844
House,750000,3,2,1868.0,Manhattan,11203,14.160023591592154,9.665836193884553
Co-op,629000,1,1,1440.0,Manhattan,10025,5.352539385688038,11.55220625850747
House,1150000,3,2,1280.0,Manhattan,11204,15.543802752035022,10.125777527317105
House,12500000,4,6,7500.0,Manhattan,10003,3.4987925330069563,2.9997142264989325
House,699900,3,2,1420.0,Manhattan,10314,21.680087847605684,15.81386615032536
Co-op,519000,2,2,1079.0,Queens,11375,12.910601042109318,14.27241567007299
Co-op,279000,1,1,1440.0,Manhattan,11375,11.856897250949908,14.083955396587442
Multi-family home,1325000,6,4,3262.0,Manhattan,11369,10.307254886517008,13.859832118431314
House,635000,4,2,1684.0,Manhattan,10309,32.274248714884074,26.50994431750011
Co-op,199000,1,1,600.0,Queens,11415,14.368104062728522,15.242992275453933
Co-op,550000,2,2,1012.0,Manhattan,10035,6.109967387459573,12.02569103155217
Co-op,518000,3,2,964.0,Queens,11372,9.389225232664101,12.711490953112731
Townhouse,26000000,8,6,10940.0,Manhattan,10065,1.8325848786751602,7.794925811251095
Condo,1250000,2,2,1057.0,Manhattan,11215,10.386119941637272,4.7100229052953795
Townhouse,8750000,3,4,4275.0,Manhattan,10128,3.779800785468489,9.743543656043649
Condo,1465000,2,1,1107.0,Brooklyn,11222,5.461150607611789,5.796646577492355
Co-op,278000,1,1,964.0,Queens,11377,7.415692264192527,10.146384666053962
Co-op,469000,2,1,964.0,Queens,11106,4.47553212175303,9.000698867117203
Co-op,225000,1,1,964.0,Queens,11361,17.067365158392526,20.209113669857476
Multi-family home,1100000,4,3,3664.0,Manhattan,10460,12.399557346453426,18.201742638323292
Multi-family home,1960000,8,7,3262.0,Manhattan,11365,15.407641354194823,17.228330855311214
Multi-family home,949000,5,3,3262.0,Manhattan,11234,15.082310741680995,10.6795143062797
Multi-family home,799000,4,2,1716.0,Manhattan,11235,20.178442855972303,14.678179347239963
House,699000,3,3,1280.0,Manhattan,11229,19.674633963898334,14.914687697172392
House,900000,3,2,1248.0,Manhattan,10305,19.346849972285675,13.165877708940862
Multi-family home,1235000,8,5,2538.0,Manhattan,11422,23.149596672777058,22.844909463186724
Co-op,3295000,2,2,1440.0,Manhattan,10128,3.7707828871883327,9.832484486649946
Co-op,595000,2,1,1440.0,Manhattan,10025,4.17768497725734,10.362752175759246
Condo,269000,3,1,485.0,Brooklyn,11235,18.985903159577244,13.804959372541303
Townhouse,548000,2,2,1354.0,Manhattan,10312,27.37238178477322,21.612029861641012
Co-op,6995000,4,4,1440.0,Manhattan,10028,3.3054617056360502,9.364051504818622
Co-op,1150000,2,1,900.0,Brooklyn,11215,9.464952084688898,4.31323392155547
Condo,799000,5,2,1500.0,Brooklyn,11219,13.133526785876795,7.322318147556692
Condo,2110000,2,2,1326.0,Manhattan,10010,2.485974814370037,4.200222940889496
Townhouse,4200000,5,4,4480.0,Manhattan,10024,3.4447444950349912,9.644982252947004
Multi-family home,450000,4,2,3262.0,Manhattan,11433,17.947855615110534,18.98643059069924
Co-op,385000,1,1,779.0,Brooklyn,11235,19.69276325276509,14.436715890825466
House,649999,4,1,2230.0,Manhattan,11412,21.127959128710252,21.897167088941227
Condo,539000,2,1,708.0,Brooklyn,11209,14.361245421786817,8.19588172246424
House,1525000,3,2,1650.0,Manhattan,11228,15.09853037477114,9.093679580059856
Multi-family home,2100000,6,2,2720.0,Manhattan,11219,13.624559368029148,7.75689837705805
House,625000,3,2,1944.0,Manhattan,10473,13.596199734847401,18.763249231275076
House,728888,4,3,1379.0,Manhattan,11413,21.870248329237292,22.121568443142472
